"기준_년분기_코드","행정동_코드","행정동_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20211","11110515","청운효자동","CS100001","한식음식점","74","75","4","3","4","3","1"
"20211","11110515","청운효자동","CS100002","중식음식점","5","5","0","0","0","0","0"
"20211","11110515","청운효자동","CS100003","일식음식점","9","9","0","0","0","0","0"
"20211","11110515","청운효자동","CS100004","양식음식점","38","38","8","3","0","0","0"
"20211","11110515","청운효자동","CS100005","제과점","22","23","4","1","0","0","1"
"20211","11110515","청운효자동","CS100006","패스트푸드점","4","7","14","1","14","1","3"
"20211","11110515","청운효자동","CS100007","치킨전문점","2","3","0","0","0","0","1"
"20211","11110515","청운효자동","CS100008","분식전문점","24","25","12","3","4","1","1"
"20211","11110515","청운효자동","CS100009","호프-간이주점","13","13","0","0","8","1","0"
"20211","11110515","청운효자동","CS100010","커피-음료","97","97","5","5","0","0","0"
"20211","11110515","청운효자동","CS200001","일반교습학원","28","28","11","3","4","1","0"
"20211","11110515","청운효자동","CS200002","외국어학원","3","3","0","0","0","0","0"
"20211","11110515","청운효자동","CS200003","예술학원","13","14","0","0","0","0","1"
"20211","11110515","청운효자동","CS200005","스포츠 강습","12","12","0","0","0","0","0"
"20211","11110515","청운효자동","CS200006","일반의원","3","3","0","0","0","0","0"
"20211","11110515","청운효자동","CS200007","치과의원","3","3","0","0","0","0","0"
