"기준_년분기_코드","행정동_코드","행정동_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20212","11110700","숭인1동","CS300005","주류도매","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300006","미곡판매","2","2","0","0","50","1","0"
"20212","11110700","숭인1동","CS300009","청과상","3","3","0","0","0","0","0"
"20212","11110700","숭인1동","CS300010","반찬가게","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300011","일반의류","32","32","3","1","6","2","0"
"20212","11110700","숭인1동","CS300014","신발","3","3","0","0","0","0","0"
"20212","11110700","숭인1동","CS300015","가방","2","2","0","0","0","0","0"
"20212","11110700","숭인1동","CS300017","시계및귀금속","3","3","0","0","0","0","0"
"20212","11110700","숭인1동","CS300018","의약품","1","3","0","0","0","0","2"
"20212","11110700","숭인1동","CS300019","의료기기","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300020","서적","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300021","문구","2","3","0","0","33","1","1"
"20212","11110700","숭인1동","CS300022","화장품","2","2","0","0","50","1","0"
"20212","11110700","숭인1동","CS300024","운동/경기용품","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300027","섬유제품","4","4","0","0","0","0","0"
"20212","11110700","숭인1동","CS300028","화초","2","2","50","1","50","1","0"
"20212","11110700","숭인1동","CS300029","애완동물","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300031","가구","2","2","0","0","0","0","0"
"20212","11110700","숭인1동","CS300032","가전제품","3","3","0","0","0","0","0"
"20212","11110700","숭인1동","CS300034","악기","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300035","인테리어","5","5","0","0","0","0","0"
"20212","11110700","숭인1동","CS300036","조명용품","3","3","0","0","0","0","0"
"20212","11110700","숭인1동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20212","11110700","숭인1동","CS300043","전자상거래업","26","26","0","0","4","1","0"
"20212","11110710","숭인2동","CS100001","한식음식점","78","91","0","0","2","2","13"
"20212","11110710","숭인2동","CS100002","중식음식점","7","8","0","0","0","0","1"
"20212","11110710","숭인2동","CS100003","일식음식점","1","2","0","0","0","0","1"
"20212","11110710","숭인2동","CS100004","양식음식점","6","6","0","0","0","0","0"
"20212","11110710","숭인2동","CS100005","제과점","5","8","0","0","0","0","3"
"20212","11110710","숭인2동","CS100006","패스트푸드점","4","6","17","1","0","0","2"
"20212","11110710","숭인2동","CS100007","치킨전문점","5","11","0","0","0","0","6"
"20212","11110710","숭인2동","CS100008","분식전문점","22","24","8","2","4","1","2"
"20212","11110710","숭인2동","CS100009","호프-간이주점","24","26","8","2","15","4","2"
"20212","11110710","숭인2동","CS100010","커피-음료","17","29","3","1","0","0","12"
"20212","11110710","숭인2동","CS200001","일반교습학원","3","4","0","0","0","0","1"
"20212","11110710","숭인2동","CS200002","외국어학원","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS200003","예술학원","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200005","스포츠 강습","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS200006","일반의원","6","6","0","0","0","0","0"
"20212","11110710","숭인2동","CS200007","치과의원","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS200008","한의원","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS200010","변호사사무소","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS200012","법무사사무소","5","5","0","0","0","0","0"
"20212","11110710","숭인2동","CS200013","기타법무서비스","5","5","0","0","0","0","0"
"20212","11110710","숭인2동","CS200015","세무사사무소","7","7","0","0","0","0","0"
"20212","11110710","숭인2동","CS200016","당구장","7","7","0","0","0","0","0"
"20212","11110710","숭인2동","CS200017","골프연습장","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200018","볼링장","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200019","PC방","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS200020","전자게임장","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200021","기타오락장","1","2","0","0","0","0","1"
"20212","11110710","숭인2동","CS200022","복권방","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200024","스포츠클럽","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS200027","모터사이클수리","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS200028","미용실","19","19","0","0","5","1","0"
"20212","11110710","숭인2동","CS200029","네일숍","5","5","0","0","0","0","0"
"20212","11110710","숭인2동","CS200030","피부관리실","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS200031","세탁소","4","5","0","0","0","0","1"
"20212","11110710","숭인2동","CS200032","가전제품수리","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS200033","부동산중개업","59","59","2","1","5","3","0"
"20212","11110710","숭인2동","CS200034","여관","33","33","6","2","3","1","0"
"20212","11110710","숭인2동","CS200035","게스트하우스","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS200036","고시원","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS200037","노래방","17","17","6","1","6","1","0"
"20212","11110710","숭인2동","CS200041","사진관","4","4","25","1","0","0","0"
"20212","11110710","숭인2동","CS200042","통번역서비스","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS200043","건축물청소","10","10","10","1","0","0","0"
"20212","11110710","숭인2동","CS200044","여행사","12","12","8","1","0","0","0"
"20212","11110710","숭인2동","CS300001","슈퍼마켓","24","32","3","1","0","0","8"
"20212","11110710","숭인2동","CS300002","편의점","2","15","7","1","0","0","13"
"20212","11110710","숭인2동","CS300003","컴퓨터및주변장치판매","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS300004","핸드폰","14","14","0","0","0","0","0"
"20212","11110710","숭인2동","CS300006","미곡판매","8","8","0","0","13","1","0"
"20212","11110710","숭인2동","CS300007","육류판매","8","8","0","0","0","0","0"
"20212","11110710","숭인2동","CS300008","수산물판매","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS300009","청과상","10","10","0","0","0","0","0"
"20212","11110710","숭인2동","CS300010","반찬가게","7","8","0","0","13","1","1"
"20212","11110710","숭인2동","CS300011","일반의류","108","108","3","3","6","6","0"
"20212","11110710","숭인2동","CS300012","한복점","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS300014","신발","10","10","0","0","0","0","0"
"20212","11110710","숭인2동","CS300015","가방","18","18","0","0","0","0","0"
"20212","11110710","숭인2동","CS300016","안경","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS300017","시계및귀금속","5","5","0","0","0","0","0"
"20212","11110710","숭인2동","CS300018","의약품","5","6","0","0","0","0","1"
"20212","11110710","숭인2동","CS300019","의료기기","8","8","13","1","0","0","0"
"20212","11110710","숭인2동","CS300020","서적","20","20","5","1","0","0","0"
"20212","11110710","숭인2동","CS300021","문구","15","16","0","0","0","0","1"
"20212","11110710","숭인2동","CS300022","화장품","12","12","0","0","25","3","0"
"20212","11110710","숭인2동","CS300023","미용재료","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS300024","운동/경기용품","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS300025","자전거 및 기타운송장비","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS300026","완구","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS300027","섬유제품","10","10","0","0","0","0","0"
"20212","11110710","숭인2동","CS300028","화초","1","1","0","0","0","0","0"
"20212","11110710","숭인2동","CS300029","애완동물","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS300031","가구","5","5","20","1","20","1","0"
"20212","11110710","숭인2동","CS300032","가전제품","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS300033","철물점","5","5","0","0","0","0","0"
"20212","11110710","숭인2동","CS300035","인테리어","4","4","0","0","0","0","0"
"20212","11110710","숭인2동","CS300036","조명용품","16","16","0","0","13","2","0"
"20212","11110710","숭인2동","CS300038","자동차부품","3","3","0","0","0","0","0"
"20212","11110710","숭인2동","CS300039","모터사이클및부품","3","3","33","1","0","0","0"
"20212","11110710","숭인2동","CS300040","재생용품 판매점","2","2","0","0","0","0","0"
"20212","11110710","숭인2동","CS300041","예술품","18","18","0","0","0","0","0"
"20212","11110710","숭인2동","CS300043","전자상거래업","65","65","3","2","2","1","0"
"20212","11140520","소공동","CS100001","한식음식점","255","305","2","7","4","13","50"
"20212","11140520","소공동","CS100002","중식음식점","33","37","5","2","5","2","4"
"20212","11140520","소공동","CS100003","일식음식점","45","56","11","6","5","3","11"
"20212","11140520","소공동","CS100004","양식음식점","30","39","3","1","3","1","9"
"20212","11140520","소공동","CS100005","제과점","33","45","9","4","0","0","12"
"20212","11140520","소공동","CS100006","패스트푸드점","17","26","0","0","4","1","9"
"20212","11140520","소공동","CS100007","치킨전문점","3","13","0","0","0","0","10"
"20212","11140520","소공동","CS100008","분식전문점","30","40","0","0","5","2","10"
"20212","11140520","소공동","CS100009","호프-간이주점","32","34","9","3","15","5","2"
"20212","11140520","소공동","CS100010","커피-음료","120","180","3","6","0","0","60"
"20212","11140520","소공동","CS200001","일반교습학원","6","6","0","0","0","0","0"
"20212","11140520","소공동","CS200002","외국어학원","6","6","17","1","0","0","0"
"20212","11140520","소공동","CS200003","예술학원","8","8","25","2","13","1","0"
"20212","11140520","소공동","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS200005","스포츠 강습","6","8","0","0","0","0","2"
"20212","11140520","소공동","CS200006","일반의원","19","19","5","1","0","0","0"
"20212","11140520","소공동","CS200007","치과의원","35","35","0","0","6","2","0"
"20212","11140520","소공동","CS200008","한의원","7","7","0","0","0","0","0"
"20212","11140520","소공동","CS200010","변호사사무소","28","28","0","0","0","0","0"
"20212","11140520","소공동","CS200011","변리사사무소","4","4","0","0","0","0","0"
"20212","11140520","소공동","CS200012","법무사사무소","193","193","2","4","1","1","0"
"20212","11140520","소공동","CS200013","기타법무서비스","8","8","0","0","0","0","0"
"20212","11140520","소공동","CS200014","회계사사무소","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS200015","세무사사무소","18","18","0","0","0","0","0"
"20212","11140520","소공동","CS200016","당구장","8","8","0","0","0","0","0"
"20212","11140520","소공동","CS200017","골프연습장","5","6","0","0","0","0","1"
"20212","11140520","소공동","CS200019","PC방","0","0","0","0","0","1","0"
"20212","11140520","소공동","CS200021","기타오락장","0","1","0","0","100","1","1"
"20212","11140520","소공동","CS200022","복권방","2","2","0","0","0","0","0"
"20212","11140520","소공동","CS200023","통신기기수리","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS200024","스포츠클럽","4","5","0","0","20","1","1"
"20212","11140520","소공동","CS200025","자동차수리","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS200026","자동차미용","2","2","0","0","0","0","0"
"20212","11140520","소공동","CS200028","미용실","20","20","0","0","5","1","0"
"20212","11140520","소공동","CS200029","네일숍","7","7","0","0","0","0","0"
"20212","11140520","소공동","CS200030","피부관리실","9","9","11","1","0","0","0"
"20212","11140520","소공동","CS200031","세탁소","4","4","0","0","0","0","0"
"20212","11140520","소공동","CS200033","부동산중개업","62","62","3","2","2","1","0"
"20212","11140520","소공동","CS200034","여관","13","13","0","0","8","1","0"
"20212","11140520","소공동","CS200035","게스트하우스","1","4","0","0","0","0","3"
"20212","11140520","소공동","CS200036","고시원","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS200037","노래방","3","3","0","0","0","0","0"
"20212","11140520","소공동","CS200041","사진관","10","10","0","0","0","0","0"
"20212","11140520","소공동","CS200042","통번역서비스","11","11","0","0","0","0","0"
"20212","11140520","소공동","CS200043","건축물청소","7","7","14","1","0","0","0"
"20212","11140520","소공동","CS200044","여행사","240","240","0","1","0","1","0"
"20212","11140520","소공동","CS200046","의류임대","3","3","0","0","33","1","0"
"20212","11140520","소공동","CS200047","가정용품임대","3","3","0","0","0","0","0"
"20212","11140520","소공동","CS300001","슈퍼마켓","27","41","2","1","7","3","14"
"20212","11140520","소공동","CS300002","편의점","12","46","2","1","11","5","34"
"20212","11140520","소공동","CS300003","컴퓨터및주변장치판매","15","15","7","1","0","0","0"
"20212","11140520","소공동","CS300004","핸드폰","12","12","0","0","0","0","0"
"20212","11140520","소공동","CS300005","주류도매","3","3","0","0","0","0","0"
"20212","11140520","소공동","CS300006","미곡판매","6","6","0","0","0","0","0"
"20212","11140520","소공동","CS300007","육류판매","5","5","0","0","0","0","0"
"20212","11140520","소공동","CS300008","수산물판매","9","9","0","0","11","1","0"
"20212","11140520","소공동","CS300009","청과상","6","6","0","0","0","0","0"
"20212","11140520","소공동","CS300010","반찬가게","28","33","3","1","3","1","5"
"20212","11140520","소공동","CS300011","일반의류","620","621","1","9","1","5","1"
"20212","11140520","소공동","CS300012","한복점","2","2","0","0","0","0","0"
"20212","11140520","소공동","CS300013","유아의류","27","27","0","0","0","0","0"
"20212","11140520","소공동","CS300014","신발","102","102","0","0","2","2","0"
"20212","11140520","소공동","CS300015","가방","101","101","0","0","0","0","0"
"20212","11140520","소공동","CS300016","안경","29","31","0","0","0","0","2"
"20212","11140520","소공동","CS300017","시계및귀금속","73","73","0","0","0","0","0"
"20212","11140520","소공동","CS300018","의약품","20","20","0","0","0","0","0"
"20212","11140520","소공동","CS300019","의료기기","19","19","0","0","0","0","0"
"20212","11140520","소공동","CS300020","서적","13","13","0","0","0","0","0"
"20212","11140520","소공동","CS300021","문구","19","22","5","1","0","0","3"
"20212","11140520","소공동","CS300022","화장품","91","93","2","2","0","0","2"
"20212","11140520","소공동","CS300023","미용재료","6","6","0","0","0","0","0"
"20212","11140520","소공동","CS300024","운동/경기용품","11","11","0","0","0","0","0"
"20212","11140520","소공동","CS300026","완구","7","7","0","0","0","0","0"
"20212","11140520","소공동","CS300027","섬유제품","15","15","0","0","0","0","0"
"20212","11140520","소공동","CS300028","화초","22","23","0","0","0","0","1"
"20212","11140520","소공동","CS300029","애완동물","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS300031","가구","16","16","0","0","6","1","0"
"20212","11140520","소공동","CS300032","가전제품","21","21","0","0","0","0","0"
"20212","11140520","소공동","CS300033","철물점","3","3","0","0","0","0","0"
"20212","11140520","소공동","CS300035","인테리어","22","22","0","0","14","3","0"
"20212","11140520","소공동","CS300036","조명용품","21","21","0","0","0","0","0"
"20212","11140520","소공동","CS300038","자동차부품","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS300039","모터사이클및부품","2","2","0","0","0","0","0"
"20212","11140520","소공동","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS300041","예술품","9","9","0","0","0","0","0"
"20212","11140520","소공동","CS300042","주유소","1","1","0","0","0","0","0"
"20212","11140520","소공동","CS300043","전자상거래업","14","14","0","0","14","2","0"
"20212","11140540","회현동","CS100001","한식음식점","237","271","5","13","4","10","34"
"20212","11140540","회현동","CS100002","중식음식점","26","34","0","0","3","1","8"
"20212","11140540","회현동","CS100003","일식음식점","24","30","0","0","7","2","6"
"20212","11140540","회현동","CS100004","양식음식점","26","32","9","3","3","1","6"
"20212","11140540","회현동","CS100005","제과점","24","47","6","3","4","2","23"
"20212","11140540","회현동","CS100006","패스트푸드점","2","21","5","1","5","1","19"
"20212","11140540","회현동","CS100007","치킨전문점","9","17","12","2","6","1","8"
"20212","11140540","회현동","CS100008","분식전문점","50","66","5","3","5","3","16"
"20212","11140540","회현동","CS100009","호프-간이주점","28","30","3","1","3","1","2"
"20212","11140540","회현동","CS100010","커피-음료","99","127","6","7","4","5","28"
"20212","11140540","회현동","CS200001","일반교습학원","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200002","외국어학원","2","2","0","0","0","0","0"
"20212","11140540","회현동","CS200003","예술학원","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200005","스포츠 강습","4","4","0","0","0","0","0"
"20212","11140540","회현동","CS200006","일반의원","29","29","0","0","3","1","0"
"20212","11140540","회현동","CS200007","치과의원","21","21","5","1","0","0","0"
"20212","11140540","회현동","CS200008","한의원","13","13","0","0","0","0","0"
"20212","11140540","회현동","CS200010","변호사사무소","3","3","0","0","0","0","0"
"20212","11140540","회현동","CS200011","변리사사무소","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200012","법무사사무소","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200013","기타법무서비스","10","10","0","0","0","0","0"
"20212","11140540","회현동","CS200015","세무사사무소","20","20","5","1","0","0","0"
"20212","11140540","회현동","CS200016","당구장","6","6","0","0","0","0","0"
"20212","11140540","회현동","CS200017","골프연습장","2","2","0","0","0","0","0"
"20212","11140540","회현동","CS200022","복권방","5","5","0","0","20","1","0"
"20212","11140540","회현동","CS200023","통신기기수리","3","3","0","0","0","0","0"
"20212","11140540","회현동","CS200024","스포츠클럽","3","3","0","0","0","0","0"
"20212","11140540","회현동","CS200025","자동차수리","2","5","20","1","0","0","3"
"20212","11140540","회현동","CS200026","자동차미용","2","2","0","0","50","1","0"
"20212","11140540","회현동","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200028","미용실","21","27","0","0","4","1","6"
"20212","11140540","회현동","CS200029","네일숍","7","7","0","0","0","0","0"
"20212","11140540","회현동","CS200030","피부관리실","7","7","0","0","0","0","0"
"20212","11140540","회현동","CS200031","세탁소","8","8","0","0","13","1","0"
"20212","11140540","회현동","CS200032","가전제품수리","3","3","0","0","0","0","0"
"20212","11140540","회현동","CS200033","부동산중개업","48","48","4","2","0","0","0"
"20212","11140540","회현동","CS200034","여관","36","36","0","0","3","1","0"
"20212","11140540","회현동","CS200035","게스트하우스","10","11","0","0","0","0","1"
"20212","11140540","회현동","CS200037","노래방","7","7","0","0","0","0","0"
"20212","11140540","회현동","CS200038","독서실","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200041","사진관","7","7","0","0","0","0","0"
"20212","11140540","회현동","CS200042","통번역서비스","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS200043","건축물청소","5","5","0","0","0","0","0"
"20212","11140540","회현동","CS200044","여행사","33","33","0","0","3","1","0"
"20212","11140540","회현동","CS300001","슈퍼마켓","105","117","2","2","2","2","12"
"20212","11140540","회현동","CS300002","편의점","22","52","6","3","4","2","30"
"20212","11140540","회현동","CS300003","컴퓨터및주변장치판매","9","9","0","0","0","0","0"
"20212","11140540","회현동","CS300004","핸드폰","7","7","0","0","0","0","0"
"20212","11140540","회현동","CS300005","주류도매","18","18","6","1","11","2","0"
"20212","11140540","회현동","CS300006","미곡판매","56","56","0","0","0","0","0"
"20212","11140540","회현동","CS300007","육류판매","12","12","0","0","0","0","0"
"20212","11140540","회현동","CS300008","수산물판매","38","38","3","1","3","1","0"
"20212","11140540","회현동","CS300009","청과상","21","21","5","1","5","1","0"
"20212","11140540","회현동","CS300010","반찬가게","82","82","1","1","4","3","0"
"20212","11140540","회현동","CS300011","일반의류","2425","2428","1","33","3","63","3"
"20212","11140540","회현동","CS300012","한복점","9","9","0","0","0","0","0"
"20212","11140540","회현동","CS300013","유아의류","157","158","2","3","2","3","1"
"20212","11140540","회현동","CS300014","신발","187","190","1","2","2","3","3"
"20212","11140540","회현동","CS300015","가방","148","148","2","3","3","4","0"
"20212","11140540","회현동","CS300016","안경","118","128","2","2","2","3","10"
"20212","11140540","회현동","CS300017","시계및귀금속","185","187","2","4","1","1","2"
"20212","11140540","회현동","CS300018","의약품","32","34","0","0","0","0","2"
"20212","11140540","회현동","CS300019","의료기기","27","27","0","0","0","0","0"
"20212","11140540","회현동","CS300020","서적","8","8","0","0","13","1","0"
"20212","11140540","회현동","CS300021","문구","42","45","0","0","0","0","3"
"20212","11140540","회현동","CS300022","화장품","141","157","3","4","4","6","16"
"20212","11140540","회현동","CS300023","미용재료","32","32","0","0","0","0","0"
"20212","11140540","회현동","CS300024","운동/경기용품","32","32","0","0","6","2","0"
"20212","11140540","회현동","CS300025","자전거 및 기타운송장비","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS300026","완구","2","2","0","0","0","0","0"
"20212","11140540","회현동","CS300027","섬유제품","55","55","0","0","0","0","0"
"20212","11140540","회현동","CS300028","화초","21","21","10","2","0","0","0"
"20212","11140540","회현동","CS300029","애완동물","19","19","0","0","5","1","0"
"20212","11140540","회현동","CS300031","가구","14","14","0","0","0","0","0"
"20212","11140540","회현동","CS300032","가전제품","43","43","0","0","2","1","0"
"20212","11140540","회현동","CS300033","철물점","6","6","0","0","0","0","0"
"20212","11140540","회현동","CS300035","인테리어","100","100","0","0","1","1","0"
"20212","11140540","회현동","CS300036","조명용품","12","12","0","0","0","0","0"
"20212","11140540","회현동","CS300037","중고차판매","2","2","0","0","0","0","0"
"20212","11140540","회현동","CS300038","자동차부품","5","5","0","0","0","0","0"
"20212","11140540","회현동","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"20212","11140540","회현동","CS300041","예술품","14","14","0","0","0","0","0"
"20212","11140540","회현동","CS300042","주유소","2","2","0","0","0","0","0"
"20212","11140540","회현동","CS300043","전자상거래업","46","46","0","0","0","0","0"
"20212","11140550","명동","CS100001","한식음식점","407","487","2","9","4","19","80"
"20212","11140550","명동","CS100002","중식음식점","55","66","3","2","3","2","11"
"20212","11140550","명동","CS100003","일식음식점","59","75","0","0","0","0","16"
"20212","11140550","명동","CS100004","양식음식점","111","119","3","3","3","4","8"
"20212","11140550","명동","CS100005","제과점","17","32","0","0","13","4","15"
"20212","11140550","명동","CS100006","패스트푸드점","18","42","0","0","0","0","24"
"20212","11140550","명동","CS100007","치킨전문점","4","19","0","0","5","1","15"
"20212","11140550","명동","CS100008","분식전문점","82","100","1","1","2","2","18"
"20212","11140550","명동","CS100009","호프-간이주점","66","77","1","1","5","4","11"
"20212","11140550","명동","CS100010","커피-음료","212","306","2","6","2","6","94"
"20212","11140550","명동","CS200001","일반교습학원","8","9","0","0","0","0","1"
"20212","11140550","명동","CS200002","외국어학원","14","14","0","0","7","1","0"
"20212","11140550","명동","CS200003","예술학원","6","6","17","1","0","0","0"
"20212","11140550","명동","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"20212","11140550","명동","CS200005","스포츠 강습","8","10","10","1","0","0","2"
"20212","11140550","명동","CS200006","일반의원","76","76","4","3","7","5","0"
"20212","11140550","명동","CS200007","치과의원","51","51","2","1","4","2","0"
"20212","11140550","명동","CS200008","한의원","25","25","8","2","8","2","0"
"20212","11140550","명동","CS200010","변호사사무소","58","58","3","2","0","0","0"
"20212","11140550","명동","CS200011","변리사사무소","6","6","0","0","0","0","0"
"20212","11140550","명동","CS200012","법무사사무소","21","21","0","0","0","0","0"
"20212","11140550","명동","CS200013","기타법무서비스","57","57","0","0","0","0","0"
"20212","11140550","명동","CS200014","회계사사무소","8","8","0","0","0","0","0"
"20212","11140550","명동","CS200015","세무사사무소","83","83","0","0","0","0","0"
"20212","11140550","명동","CS200016","당구장","17","18","6","1","0","0","1"
"20212","11140550","명동","CS200017","골프연습장","3","3","0","0","0","0","0"
"20212","11140550","명동","CS200018","볼링장","2","2","0","0","0","0","0"
"20212","11140550","명동","CS200019","PC방","2","2","50","1","0","0","0"
"20212","11140550","명동","CS200021","기타오락장","6","6","0","0","0","0","0"
"20212","11140550","명동","CS200022","복권방","4","4","0","0","0","0","0"
"20212","11140550","명동","CS200023","통신기기수리","8","8","0","0","0","0","0"
"20212","11140550","명동","CS200024","스포츠클럽","15","15","7","1","0","0","0"
"20212","11140550","명동","CS200025","자동차수리","1","2","0","0","0","0","1"
"20212","11140550","명동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20212","11140550","명동","CS200028","미용실","43","62","3","2","3","2","19"
"20212","11140550","명동","CS200029","네일숍","21","21","0","0","0","0","0"
"20212","11140550","명동","CS200030","피부관리실","47","50","8","4","6","3","3"
"20212","11140550","명동","CS200031","세탁소","6","6","0","0","0","0","0"
"20212","11140550","명동","CS200032","가전제품수리","2","2","0","0","0","0","0"
"20212","11140550","명동","CS200033","부동산중개업","184","184","2","4","1","2","0"
"20212","11140550","명동","CS200034","여관","40","44","0","0","2","1","4"
"20212","11140550","명동","CS200035","게스트하우스","81","82","4","3","2","2","1"
"20212","11140550","명동","CS200036","고시원","1","1","0","0","100","1","0"
"20212","11140550","명동","CS200037","노래방","7","7","0","0","0","0","0"
"20212","11140550","명동","CS200038","독서실","3","3","0","0","0","0","0"
"20212","11140550","명동","CS200041","사진관","25","25","4","1","4","1","0"
"20212","11140550","명동","CS200042","통번역서비스","35","35","3","1","0","0","0"
"20212","11140550","명동","CS200043","건축물청소","12","12","0","0","0","0","0"
"20212","11140550","명동","CS200044","여행사","636","636","1","7","1","9","0"
"20212","11140550","명동","CS200047","가정용품임대","2","2","0","0","0","0","0"
"20212","11140550","명동","CS300001","슈퍼마켓","71","88","3","3","5","4","17"
"20212","11140550","명동","CS300002","편의점","25","96","4","4","1","1","71"
"20212","11140550","명동","CS300003","컴퓨터및주변장치판매","27","27","0","0","0","0","0"
"20212","11140550","명동","CS300004","핸드폰","29","29","3","1","3","1","0"
"20212","11140550","명동","CS300005","주류도매","4","4","0","0","0","0","0"
"20212","11140550","명동","CS300006","미곡판매","9","9","0","0","0","0","0"
"20212","11140550","명동","CS300007","육류판매","6","8","0","0","0","0","2"
"20212","11140550","명동","CS300008","수산물판매","4","4","0","0","0","0","0"
"20212","11140550","명동","CS300009","청과상","12","12","8","1","0","0","0"
"20212","11140550","명동","CS300010","반찬가게","39","42","5","2","5","2","3"
"20212","11140550","명동","CS300011","일반의류","351","352","1","3","2","8","1"
"20212","11140550","명동","CS300012","한복점","1","1","0","0","0","0","0"
"20212","11140550","명동","CS300013","유아의류","4","5","20","1","0","0","1"
"20212","11140550","명동","CS300014","신발","64","65","3","2","2","1","1"
"20212","11140550","명동","CS300015","가방","54","55","2","1","4","2","1"
"20212","11140550","명동","CS300016","안경","16","30","0","0","0","0","14"
"20212","11140550","명동","CS300017","시계및귀금속","34","35","0","0","0","0","1"
"20212","11140550","명동","CS300018","의약품","55","56","2","1","2","1","1"
"20212","11140550","명동","CS300019","의료기기","7","7","0","0","0","0","0"
"20212","11140550","명동","CS300020","서적","37","37","0","0","0","0","0"
"20212","11140550","명동","CS300021","문구","28","31","0","0","3","1","3"
"20212","11140550","명동","CS300022","화장품","211","262","2","6","3","9","51"
"20212","11140550","명동","CS300023","미용재료","20","20","0","0","0","0","0"
"20212","11140550","명동","CS300024","운동/경기용품","14","14","0","0","0","0","0"
"20212","11140550","명동","CS300025","자전거 및 기타운송장비","3","3","0","0","0","0","0"
"20212","11140550","명동","CS300026","완구","5","5","0","0","0","0","0"
"20212","11140550","명동","CS300027","섬유제품","12","12","0","0","0","0","0"
"20212","11140550","명동","CS300028","화초","27","27","4","1","4","1","0"
"20212","11140550","명동","CS300029","애완동물","4","4","0","0","0","0","0"
"20212","11140550","명동","CS300031","가구","11","11","0","0","0","0","0"
"20212","11140550","명동","CS300032","가전제품","10","10","0","0","0","0","0"
"20212","11140550","명동","CS300033","철물점","7","7","0","0","0","0","0"
"20212","11140550","명동","CS300035","인테리어","12","12","0","0","0","0","0"
"20212","11140550","명동","CS300036","조명용품","44","44","0","0","0","0","0"
"20212","11140550","명동","CS300038","자동차부품","8","8","0","0","0","0","0"
"20212","11140550","명동","CS300040","재생용품 판매점","6","6","0","0","0","0","0"
"20212","11140550","명동","CS300041","예술품","21","21","5","1","10","2","0"
